city,holdType,homeType,noBed,soldPrice,usage,postCode,soldYear,postcode,latitude,longitude
Glastonbury, Freehold,Semi-Detached,3,270000, Residential,BA6 8AD,16,BA6 8AD,51.13898872,-2.731052974
Glastonbury, Freehold,Detached,5,312000, Residential,BA6 8AL,16,BA6 8AL,51.14325225,-2.719255431
Glastonbury, Freehold,Terraced,3,159000, Residential,BA6 9JW,16,BA6 9JW,51.14989189,-2.720159315
Glastonbury, Freehold,Detached,4,575500, Residential,BA6 8ED,16,BA6 8ED,51.15249603,-2.7060020280000003
Glastonbury, Freehold,Detached,5,790000, Residential,BA6 8BH,16,BA6 8BH,51.14244603,-2.703976033
Glastonbury, Freehold,Terraced,3,260000, Residential,BA6 9EZ,16,BA6 9EZ,51.14664262,-2.7250265939999996
Glastonbury, Freehold,Detached,5,315000, Residential,BA6 8HT,16,BA6 8HT,51.1534361,-2.712607854
Glastonbury, Freehold,Detached,4,265000, Residential,BA6 8ED,16,BA6 8ED,51.15249603,-2.7060020280000003
Glastonbury, Freehold,Detached,4,272500, Residential,BA6 9QB,16,BA6 9QB,51.14851786,-2.724241075
Glastonbury, Freehold,Semi-Detached,3,245000, Residential,BA6 9BS,16,BA6 9BS,51.15191842,-2.713285
Glastonbury, Freehold,Semi-Detached,2,204500, Residential,BA6 9BW,16,BA6 9BW,51.15741227,-2.713813084
Glastonbury, Freehold,Terraced,3,176000, Residential,BA6 9LB,16,BA6 9LB,51.15022862,-2.72242352
Glastonbury, Freehold,Semi-Detached,3,200000, Residential,BA6 9AU,16,BA6 9AU,51.15939105,-2.7092962160000003
Glastonbury, Freehold,Semi-Detached,3,189000, Residential,BA6 9BD,16,BA6 9BD,51.15731791,-2.713068058
Glastonbury, Leasehold,Flat,2,78000, Residential,BA6 9ER,16,BA6 9ER,51.14609737,-2.718670646
Glastonbury, Freehold,Detached,4,305000, Residential,BA6 9PH,16,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Leasehold,Flat,1,117500, Residential,BA6 9DB,16,BA6 9DB,51.15090226,-2.719631745
Glastonbury, Freehold,Semi-Detached,4,257000, Residential,BA6 8AL,16,BA6 8AL,51.14325225,-2.719255431
Glastonbury, Freehold,Detached,6,500000, Residential,BA6 8BH,16,BA6 8BH,51.14244603,-2.703976033
Glastonbury, Freehold,Semi-Detached,5,580000, Residential,BA6 9EJ,16,BA6 9EJ,51.145294,-2.717943
Glastonbury, Freehold,Semi-Detached,3,170000, Residential,BA6 8HS,16,BA6 8HS,51.15226514,-2.71293296
Glastonbury, Freehold,Semi-Detached,3,188000, Residential,BA6 8EE,16,BA6 8EE,51.14963403,-2.707902738
Glastonbury, Freehold,Terraced,3,196000, Residential,BA6 9GH,16,BA6 9GH,51.1607251014036,-2.7052556937828998
Glastonbury, Freehold,Semi-Detached,3,210000, Residential,BA6 9GD,16,BA6 9GD,51.16094462,-2.704872
Glastonbury, Freehold,Detached,3,206500, Residential,BA6 9PB,16,BA6 9PB,51.14568837,-2.722295431
Glastonbury, Freehold,Terraced,3,201000, Residential,BA6 9GD,16,BA6 9GD,51.16094462,-2.704872
Glastonbury, Leasehold,Flat,2,179950, Residential,BA6 8HS,16,BA6 8HS,51.15226514,-2.71293296
Glastonbury, Freehold,Semi-Detached,3,220000, Residential,BA6 9PJ,16,BA6 9PJ,51.14261251,-2.7267360010000004
Glastonbury, Freehold,Detached,4,290000, Residential,BA6 9HQ,16,BA6 9HQ,51.14785244,-2.7227867110000004
Glastonbury, Freehold,Semi-Detached,4,264950, Residential,BA6 9HQ,16,BA6 9HQ,51.14785244,-2.7227867110000004
Glastonbury, Freehold,Terraced,2,165000, Residential,BA6 9NA,16,BA6 9NA,51.14632639,-2.7194461889999997
Glastonbury, Freehold,Terraced,2,145000, Residential,BA6 9JB,16,BA6 9JB,51.1488144,-2.71551038
Glastonbury, Freehold,Detached,3,238500, Residential,BA6 9PS,16,BA6 9PS,51.14263919,-2.7253355210000003
Glastonbury, Freehold,Detached,4,405000, Residential,BA6 8EG,16,BA6 8EG,51.15091994,-2.709380758
Glastonbury, Freehold,Detached,4,265000, Residential,BA6 9GF,16,BA6 9GF,51.16050603,-2.703350056
Glastonbury, Freehold,Terraced,3,145000, Residential,BA6 8HQ,16,BA6 8HQ,51.15392235,-2.709541198
Glastonbury, Freehold,Terraced,2,170000, Residential,BA6 8JE,16,BA6 8JE,51.14852027,-2.710659251
Glastonbury, Freehold,Semi-Detached,3,225000, Residential,BA6 9DQ,16,BA6 9DQ,51.15094962,-2.714842837
Glastonbury, Freehold,Detached,3,250000, Residential,BA6 9EX,16,BA6 9EX,51.14696627,-2.719213105
Glastonbury, Freehold,Semi-Detached,4,252000, Residential,BA6 9NQ,16,BA6 9NQ,51.14643821,-2.724637397
Glastonbury, Freehold,Terraced,3,197250, Residential,BA6 8AS,16,BA6 8AS,51.1429687,-2.717106776
Glastonbury, Freehold,Detached,3,347500, Residential,BA6 8BG,16,BA6 8BG,51.14223507,-2.6986694730000003
Glastonbury, Freehold,Detached,3,315000, Residential,BA6 8BZ,16,BA6 8BZ,51.147084,-2.7102511860000003
Glastonbury, Freehold,Semi-Detached,4,210000, Residential,BA6 9GB,16,BA6 9GB,51.161352,-2.704965
Glastonbury, Freehold,Detached,4,249950, Residential,BA6 9GB,16,BA6 9GB,51.161352,-2.704965
Glastonbury, Freehold,Semi-Detached,3,186000, Residential,BA6 9PQ,16,BA6 9PQ,51.15198426,-2.717689786
Glastonbury, Freehold,Detached,5,326000, Residential,BA6 8FD,16,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Detached,3,245000, Residential,BA6 8DZ,16,BA6 8DZ,51.14065333,-2.708980336
Glastonbury, Freehold,Terraced,4,245000, Residential,BA6 9EA,16,BA6 9EA,51.14452705,-2.718131614
Glastonbury, Freehold,Detached,3,360000, Residential,BA6 8BN,16,BA6 8BN,51.13958325,-2.704518527
Glastonbury, Freehold,Terraced,5,330000, Residential,BA6 9BY,16,BA6 9BY,51.152428,-2.714538891
Glastonbury, Freehold,Flat,2,160000, Residential,BA6 9GG,16,BA6 9GG,51.1602201223374,-2.705362
Glastonbury, Freehold,Semi-Detached,2,151000, Residential,BA6 9PG,16,BA6 9PG,51.15158847,-2.71771224
Glastonbury, Freehold,Semi-Detached,4,205000, Residential,BA6 8EX,16,BA6 8EX,51.14126137,-2.7080605139999996
Glastonbury, Freehold,Detached,3,365000, Residential,BA6 9LD,16,BA6 9LD,51.151848,-2.721058269
Glastonbury, Freehold,Detached,5,408000, Residential,BA6 9DN,16,BA6 9DN,51.14939605,-2.713031705
Glastonbury, Freehold,Detached,4,263750, Residential,BA6 9QD,16,BA6 9QD,51.14881204,-2.723202016
Glastonbury, Freehold,Detached,3,295000, Residential,BA6 8AP,16,BA6 8AP,51.14338077,-2.714425683
Glastonbury, Freehold,Detached,4,277500, Residential,BA6 8EY,16,BA6 8EY,51.14171523,-2.710326005
Glastonbury, Leasehold,Flat,2,122000, Residential,BA6 9HY,16,BA6 9HY,51.14891331,-2.714039338
Glastonbury, Freehold,Detached,4,320000, Residential,BA6 9PH,16,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Semi-Detached,4,225000, Residential,BA6 9BZ,16,BA6 9BZ,51.15152847,-2.714294176
Glastonbury, Freehold,Terraced,2,250000, Residential,BA6 8JE,16,BA6 8JE,51.14852027,-2.710659251
Glastonbury, Freehold,Terraced,3,195000, Residential,BA6 8HD,16,BA6 8HD,51.15264387,-2.708320555
Glastonbury, Freehold,Detached,3,325000, Residential,BA6 8RR,16,BA6 8RR,51.1431236,-2.713835615
Glastonbury, Freehold,Detached,3,235000, Residential,BA6 9PR,16,BA6 9PR,51.14418634,-2.726703542
Glastonbury, Freehold,Terraced,4,315000, Residential,BA6 9JF,16,BA6 9JF,51.14956596,-2.7175950739999997
Glastonbury, Leasehold,Flat,2,85000, Residential,BA6 9LT,16,BA6 9LT,51.14917222,-2.718747014
Glastonbury, Freehold,Semi-Detached,3,195000, Residential,BA6 9PH,16,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Detached,5,325000, Residential,BA6 8FD,16,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Terraced,3,235000, Residential,BA6 9DE,16,BA6 9DE,51.150738,-2.718753397
Glastonbury, Leasehold,Flat,1,70000, Residential,BA6 9ER,16,BA6 9ER,51.14609737,-2.718670646
Glastonbury, Freehold,Terraced,2,172000, Residential,BA6 9PJ,16,BA6 9PJ,51.14261251,-2.7267360010000004
Glastonbury, Freehold,Detached,3,330000, Residential,BA6 8AY,16,BA6 8AY,51.14598272,-2.710949072
Glastonbury, Freehold,Terraced,3,177500, Residential,BA6 9LQ,16,BA6 9LQ,51.14962187,-2.7231145989999996
Glastonbury, Freehold,Semi-Detached,5,265000, Residential,BA6 9BG,16,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Freehold,Terraced,3,165000, Residential,BA6 9LG,16,BA6 9LG,51.1496508,-2.7213422169999997
Glastonbury, Freehold,Detached,4,480000, Residential,BA6 8AQ,16,BA6 8AQ,51.1423375,-2.71592482
Glastonbury, Freehold,Semi-Detached,5,232500, Residential,BA6 9BG,16,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Freehold,Detached,3,287000, Residential,BA6 8AD,16,BA6 8AD,51.13898872,-2.731052974
Glastonbury, Freehold,Terraced,3,188000, Residential,BA6 9AJ,16,BA6 9AJ,51.15952785,-2.707611
Glastonbury, Freehold,Detached,2,312000, Residential,BA6 8AB,16,BA6 8AB,51.139667,-2.726347
Glastonbury, Freehold,Terraced,3,236000, Residential,BA6 9NH,16,BA6 9NH,51.14617937,-2.7214167469999997
Glastonbury, Freehold,Terraced,2,165000, Residential,BA6 9PL,16,BA6 9PL,51.14235336,-2.7264746239999997
Glastonbury, Freehold,Detached,3,198500, Residential,BA6 9BG,16,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Freehold,Detached,3,238000, Residential,BA6 9AN,16,BA6 9AN,51.15979187,-2.705469918
Glastonbury, Freehold,Detached,3,305000, Residential,BA6 8HL,16,BA6 8HL,51.15182855,-2.71079587
Glastonbury, Freehold,Terraced,3,196000, Residential,BA6 9GG,16,BA6 9GG,51.1602201223374,-2.705362
Glastonbury, Freehold,Detached,5,480000, Residential,BA6 8BD,16,BA6 8BD,51.14360101,-2.715172433
Glastonbury, Freehold,Detached,3,282000, Residential,BA6 8AH,16,BA6 8AH,51.14369533,-2.717389648
Glastonbury, Freehold,Terraced,4,190000, Residential,BA6 9NH,16,BA6 9NH,51.14617937,-2.7214167469999997
Glastonbury, Leasehold,Semi-Detached,1,83000, Residential,BA6 9DL,16,BA6 9DL,51.15133447,-2.720996739
Glastonbury, Freehold,Terraced,2,158000, Residential,BA6 9JY,16,BA6 9JY,51.15012892,-2.71963401
Glastonbury, Freehold,Detached,3,255000, Residential,BA6 8HS,16,BA6 8HS,51.15226514,-2.71293296
Glastonbury, Leasehold,Flat,2,127000, Residential,BA6 9QG,16,BA6 9QG,51.14819298,-2.7200613810000003
Glastonbury, Freehold,Terraced,4,279950, Residential,BA6 9DF,16,BA6 9DF,51.15094461,-2.71713035
Glastonbury, Leasehold,Flat,2,140000, Residential,BA6 9QG,16,BA6 9QG,51.14819298,-2.7200613810000003
Glastonbury, Freehold,Terraced,2,147500, Residential,BA6 9EW,16,BA6 9EW,51.14520649,-2.717313012
Glastonbury, Leasehold,Flat,2,125000, Residential,BA6 9NZ,16,BA6 9NZ,51.14802408,-2.719744228
Glastonbury, Freehold,Detached,3,400000, Residential,BA6 8JE,16,BA6 8JE,51.14852027,-2.710659251
Glastonbury, Freehold,Semi-Detached,3,190000, Residential,BA6 9GB,16,BA6 9GB,51.161352,-2.704965
Glastonbury, Leasehold,Flat,2,98000, Residential,BA6 9LG,16,BA6 9LG,51.1496508,-2.7213422169999997
Glastonbury, Leasehold,Flat,2,117500, Residential,BA6 9NZ,16,BA6 9NZ,51.14802408,-2.719744228
Glastonbury, Freehold,Detached,3,234950, Residential,BA6 8BA,16,BA6 8BA,51.14328614,-2.715196156
Glastonbury, Freehold,Detached,3,220000, Residential,BA6 8EH,16,BA6 8EH,51.15135474,-2.705884523
Glastonbury, Freehold,Terraced,3,154000, Residential,BA6 9EZ,16,BA6 9EZ,51.14664262,-2.7250265939999996
Glastonbury, Freehold,Semi-Detached,4,150000, Residential,BA6 8AH,16,BA6 8AH,51.14369533,-2.717389648
Glastonbury, Leasehold,Flat,2,125000, Residential,BA6 9QG,16,BA6 9QG,51.14819298,-2.7200613810000003
Glastonbury, Freehold,Detached,4,291000, Residential,BA6 9PW,16,BA6 9PW,51.1431973,-2.7266880060000003
Glastonbury, Freehold,Semi-Detached,2,174000, Residential,BA6 9PR,16,BA6 9PR,51.14418634,-2.726703542
Glastonbury, Freehold,Detached,4,220000, Residential,BA6 9PB,16,BA6 9PB,51.14568837,-2.722295431
Glastonbury, Freehold,Detached,2,285000, Residential,BA6 9JQ,16,BA6 9JQ,51.14796326,-2.716469378
Glastonbury, Freehold,Terraced,3,175000, Residential,BA6 9NH,16,BA6 9NH,51.14617937,-2.7214167469999997
Glastonbury, Freehold,Detached,3,345000, Residential,BA6 8AU,16,BA6 8AU,51.14957572,-2.7101035860000002
Glastonbury, Leasehold,Flat,2,157999, Residential,BA6 8HS,16,BA6 8HS,51.15226514,-2.71293296
Glastonbury, Freehold,Detached,4,232000, Residential,BA6 8DN,16,BA6 8DN,51.14180755,-2.713015
Glastonbury, Freehold,Detached,4,325000, Residential,BA6 9PH,16,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Terraced,3,147500, Residential,BA6 9NT,16,BA6 9NT,51.143386,-2.732714746
Glastonbury, Freehold,Semi-Detached,5,375000, Residential,BA6 8JG,16,BA6 8JG,51.1485268,-2.708100243
Glastonbury, Freehold,Detached,3,225000, Residential,BA6 8ES,16,BA6 8ES,51.14280009,-2.709370607
Glastonbury, Freehold,Detached,4,300000, Residential,BA6 8AL,16,BA6 8AL,51.14325225,-2.719255431
Glastonbury, Freehold,Detached,3,227500, Residential,BA6 8EQ,16,BA6 8EQ,51.15208499,-2.71002773
Glastonbury, Leasehold,Flat,2,113000, Residential,BA6 9NZ,16,BA6 9NZ,51.14802408,-2.719744228
Glastonbury, Freehold,Terraced,1,124750, Residential,BA6 9PG,16,BA6 9PG,51.15158847,-2.71771224
Glastonbury, Freehold,Semi-Detached,3,215000, Residential,BA6 9BW,16,BA6 9BW,51.15741227,-2.713813084
Glastonbury, Freehold,Terraced,3,235000, Residential,BA6 9NH,16,BA6 9NH,51.14617937,-2.7214167469999997
Glastonbury, Freehold,Terraced,4,329950, Residential,BA6 9JF,16,BA6 9JF,51.14956596,-2.7175950739999997
Glastonbury, Freehold,Detached,4,281000, Residential,BA6 9PH,16,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Semi-Detached,2,181500, Residential,BA6 9AT,16,BA6 9AT,51.15877796,-2.7110456939999996
Glastonbury, Freehold,Semi-Detached,3,198000, Residential,BA6 9BG,16,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Leasehold,Flat,2,137000, Residential,BA6 8HD,15,BA6 8HD,51.15264387,-2.708320555
Glastonbury, Freehold,Terraced,3,187500, Residential,BA6 8AF,15,BA6 8AF,51.14194112,-2.7204358
Glastonbury, Freehold,Detached,5,630000, Residential (New Build),BA6 9EW,15,BA6 9EW,51.14520649,-2.717313012
Glastonbury, Freehold,Terraced,2,158000, Residential,BA6 9NT,15,BA6 9NT,51.143386,-2.732714746
Glastonbury, Freehold,Semi-Detached,3,201000, Residential,BA6 9GH,15,BA6 9GH,51.1607251014036,-2.7052556937828998
Glastonbury, Freehold,Semi-Detached,3,199999, Residential,BA6 9NH,15,BA6 9NH,51.14617937,-2.7214167469999997
Glastonbury, Freehold,Semi-Detached,3,175000, Residential,BA6 9JZ,15,BA6 9JZ,51.14995323,-2.7189593110000003
Glastonbury, Freehold,Semi-Detached,5,222000, Residential,BA6 8ES,15,BA6 8ES,51.14280009,-2.709370607
Glastonbury, Freehold,Terraced,4,215000, Residential,BA6 9PJ,15,BA6 9PJ,51.14261251,-2.7267360010000004
Glastonbury, Freehold,Detached,2,176000, Residential,BA6 9BJ,15,BA6 9BJ,51.15432428,-2.71735434
Glastonbury, Leasehold,Flat,2,149000, Residential,BA6 8AG,15,BA6 8AG,51.14142729,-2.7221002569999997
Glastonbury, Freehold,Terraced,4,220000, Residential (New Build),BA6 9GL,15,BA6 9GL,51.160753,-2.707372
Glastonbury, Freehold,Detached,4,248000, Residential,BA6 9PB,15,BA6 9PB,51.14568837,-2.722295431
Glastonbury, Freehold,Detached,5,330000, Residential,BA6 8AD,15,BA6 8AD,51.13898872,-2.731052974
Glastonbury, Freehold,Terraced,3,195000, Residential,BA6 8EE,15,BA6 8EE,51.14963403,-2.707902738
Glastonbury, Freehold,Terraced,2,170000, Residential,BA6 9AY,15,BA6 9AY,51.15367285,-2.715070807
Glastonbury, Freehold,Detached,4,232850, Residential (New Build),BA6 9GL,15,BA6 9GL,51.160753,-2.707372
Glastonbury, Freehold,Semi-Detached,3,284000, Residential,BA6 8AB,15,BA6 8AB,51.139667,-2.726347
Glastonbury, Freehold,Terraced,3,199950, Residential (New Build),BA6 9QR,15,BA6 9QR,51.14591178948729,-2.7205408713118797
Glastonbury, Freehold,Detached,6,435000, Residential,BA6 8BG,15,BA6 8BG,51.14223507,-2.6986694730000003
Glastonbury, Freehold,Detached,4,365000, Residential,BA6 8HT,15,BA6 8HT,51.1534361,-2.712607854
Glastonbury, Freehold,Terraced,2,175000, Residential,BA6 9EZ,15,BA6 9EZ,51.14664262,-2.7250265939999996
Glastonbury, Freehold,Terraced,2,149950, Residential,BA6 9ET,15,BA6 9ET,51.1447592,-2.7169343930000003
Glastonbury, Freehold,Terraced,3,173000, Residential,BA6 9NB,15,BA6 9NB,51.14645211,-2.720934935
Glastonbury, Freehold,Terraced,3,187000, Residential,BA6 9GD,15,BA6 9GD,51.16094462,-2.704872
Glastonbury, Freehold,Detached,3,215000, Residential,BA6 8AL,15,BA6 8AL,51.14325225,-2.719255431
Glastonbury, Freehold,Semi-Detached,3,205000, Residential,BA6 9GL,15,BA6 9GL,51.160753,-2.707372
Glastonbury, Freehold,Semi-Detached,1,133000, Residential,BA6 8ER,15,BA6 8ER,51.15027509,-2.705982423
Glastonbury, Freehold,Semi-Detached,3,208985, Residential (New Build),BA6 9GL,15,BA6 9GL,51.160753,-2.707372
Glastonbury, Freehold,Detached,3,190000, Residential,BA6 8HF,15,BA6 8HF,51.15341197,-2.7106629260000004
Glastonbury, Leasehold,Semi-Detached,2,124000, Residential,BA6 8HD,15,BA6 8HD,51.15264387,-2.708320555
Glastonbury, Freehold,Detached,2,235000, Residential,BA6 8BQ,15,BA6 8BQ,51.14217138,-2.704786654
Glastonbury, Leasehold,Flat,2,75000, Residential,BA6 9PA,15,BA6 9PA,51.14468902,-2.7210361180000002
Glastonbury, Freehold,Terraced,3,199995, Residential,BA6 9AE,15,BA6 9AE,51.14723782,-2.724749997
Glastonbury, Freehold,Detached,3,240000, Residential,BA6 9PH,15,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Detached,1,245000, Residential,BA6 8BL,15,BA6 8BL,51.14436509,-2.704848665
Glastonbury, Freehold,Terraced,3,350000, Residential,BA6 9EX,15,BA6 9EX,51.14696627,-2.719213105
Glastonbury, Leasehold,Flat,1,95000, Residential,BA6 9QN,15,BA6 9QN,51.14803067,-2.71867209
Glastonbury, Freehold,Detached,2,160000, Residential,BA6 8HE,15,BA6 8HE,51.15232363,-2.709230713
Glastonbury, Freehold,Detached,4,247000, Residential,BA6 8EY,15,BA6 8EY,51.14171523,-2.710326005
Glastonbury, Freehold,Terraced,5,420000, Residential,BA6 8DE,15,BA6 8DE,51.14409813,-2.7088472880000003
Glastonbury, Leasehold,Flat,2,129000, Residential,BA6 9LW,15,BA6 9LW,51.14915055,-2.72080543
Glastonbury, Freehold,Detached,4,280000, Residential,BA6 8DU,15,BA6 8DU,51.14328149,-2.711536544
Glastonbury, Freehold,Terraced,4,233500, Residential,BA6 9JE,15,BA6 9JE,51.15034548,-2.718050383
Glastonbury, Leasehold,Flat,1,89000, Residential,BA6 9LS,15,BA6 9LS,51.14929306,-2.71810553
Glastonbury, Freehold,Terraced,2,163500, Residential,BA6 9PR,15,BA6 9PR,51.14418634,-2.726703542
Glastonbury, Freehold,Detached,4,298000, Residential,BA6 8EA,15,BA6 8EA,51.15848944,-2.700745422
Glastonbury, Freehold,Detached,3,222500, Residential,BA6 8HS,15,BA6 8HS,51.15226514,-2.71293296
Glastonbury, Freehold,Terraced,2,142500, Residential,BA6 8HN,15,BA6 8HN,51.1533394,-2.707802175
Glastonbury, Freehold,Semi-Detached,3,172300, Residential,BA6 9AN,15,BA6 9AN,51.15979187,-2.705469918
Glastonbury, Freehold,Terraced,2,166500, Residential,BA6 8LZ,15,BA6 8LZ,51.14043374,-2.70811932
Glastonbury, Freehold,Detached,4,360000, Residential,BA6 8FD,15,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Terraced,5,245100, Residential,BA6 9NG,15,BA6 9NG,51.14653971,-2.7227661989999996
Glastonbury, Freehold,Terraced,3,170000, Residential,BA6 9AN,15,BA6 9AN,51.15979187,-2.705469918
Glastonbury, Freehold,Semi-Detached,3,188500, Residential,BA6 9BQ,15,BA6 9BQ,51.15505033,-2.716264602
Glastonbury, Freehold,Semi-Detached,3,108000, Residential,BA6 9GB,15,BA6 9GB,51.161352,-2.704965
Glastonbury, Freehold,Terraced,4,235000, Residential,BA6 9NG,15,BA6 9NG,51.14653971,-2.7227661989999996
Glastonbury, Freehold,Terraced,2,148500, Residential,BA6 9PR,15,BA6 9PR,51.14418634,-2.726703542
Glastonbury, Freehold,Terraced,2,168000, Residential,BA6 9PR,15,BA6 9PR,51.14418634,-2.726703542
Glastonbury, Freehold,Detached,2,262500, Residential,BA6 8AD,15,BA6 8AD,51.13898872,-2.731052974
Glastonbury, Freehold,Detached,2,135000, Residential,BA6 8BS,15,BA6 8BS,51.147832,-2.713208
Glastonbury, Freehold,Semi-Detached,3,198500, Residential,BA6 9BG,15,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Freehold,Terraced,2,148500, Residential,BA6 9BW,15,BA6 9BW,51.15741227,-2.713813084
Glastonbury, Freehold,Detached,4,230000, Residential,BA6 8LX,15,BA6 8LX,51.14233576,-2.707347923
Glastonbury, Freehold,Detached,4,280000, Residential,BA6 9PH,15,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Detached,3,399950, Residential,BA6 8JT,15,BA6 8JT,51.14807966,-2.7076930939999997
Glastonbury, Leasehold,Flat,1,89950, Residential,BA6 9ER,15,BA6 9ER,51.14609737,-2.718670646
Glastonbury, Freehold,Detached,3,223000, Residential,BA6 9PH,15,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Detached,4,255000, Residential,BA6 9PH,15,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Freehold,Terraced,2,156000, Residential,BA6 9NB,15,BA6 9NB,51.14645211,-2.720934935
Glastonbury, Freehold,Semi-Detached,3,193500, Residential,BA6 9BG,15,BA6 9BG,51.15436159,-2.715667695
Glastonbury, Freehold,Detached,4,250000, Residential,BA6 8AX,15,BA6 8AX,51.142732,-2.714644383
Glastonbury, Freehold,Semi-Detached,3,175000, Residential,BA6 9PG,15,BA6 9PG,51.15158847,-2.71771224
Glastonbury, Freehold,Detached,4,228000, Residential (New Build),BA6 9GB,15,BA6 9GB,51.161352,-2.704965
Glastonbury, Freehold,Detached,5,375000, Residential,BA6 8FD,15,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Detached,5,415000, Residential,BA6 8FD,15,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Terraced,3,155000, Residential,BA6 9LQ,15,BA6 9LQ,51.14962187,-2.7231145989999996
Glastonbury, Freehold,Detached,4,267000, Residential,BA6 8DW,15,BA6 8DW,51.14256151,-2.7131122
Glastonbury, Freehold,Semi-Detached,3,198000, Residential,BA6 9PW,15,BA6 9PW,51.1431973,-2.7266880060000003
Glastonbury, Freehold,Terraced,2,162500, Residential,BA6 8LY,15,BA6 8LY,51.14082763,-2.7084112339999997
Glastonbury, Freehold,Terraced,1,152500, Residential,BA6 8JE,15,BA6 8JE,51.14852027,-2.710659251
Glastonbury, Freehold,Detached,3,211000, Residential,BA6 9PB,15,BA6 9PB,51.14568837,-2.722295431
Glastonbury, Freehold,Detached,4,240000, Residential,BA6 9PH,15,BA6 9PH,51.14370096,-2.7252235110000003
Glastonbury, Leasehold,Flat,2,141500, Residential,BA6 9NQ,15,BA6 9NQ,51.14643821,-2.724637397
Glastonbury, Freehold,Detached,5,385000, Residential,BA6 8FD,15,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Detached,5,336500, Residential,BA6 8FD,15,BA6 8FD,51.15924375,-2.7024156539999997
Glastonbury, Freehold,Detached,4,432500, Residential,BA6 9EG,15,BA6 9EG,51.1440627,-2.719325
Glastonbury, Freehold,Terraced,4,210000, Residential,BA6 9NG,15,BA6 9NG,51.14653971,-2.7227661989999996
Glastonbury, Freehold,Terraced,3,185000, Residential,BA6 9EZ,15,BA6 9EZ,51.14664262,-2.7250265939999996
Glastonbury, Freehold,Terraced,3,164000, Residential,BA6 9LE,15,BA6 9LE,51.15222306,-2.724170415
Glastonbury, Leasehold,Flat,2,127500, Residential,BA6 9LW,15,BA6 9LW,51.14915055,-2.72080543
Glastonbury, Freehold,Detached,4,230000, Residential,BA6 9PB,15,BA6 9PB,51.14568837,-2.722295431
Glastonbury, Freehold,Detached,4,325000, Residential,BA6 8JG,15,BA6 8JG,51.1485268,-2.708100243
Glastonbury, Freehold,Terraced,3,194950, Residential,BA6 8DS,15,BA6 8DS,51.14246185,-2.710280289
Glastonbury, Freehold,Terraced,2,159000, Residential,BA6 8LZ,15,BA6 8LZ,51.14043374,-2.70811932
Glastonbury, Freehold,Semi-Detached,4,245000, Residential,BA6 8DD,15,BA6 8DD,51.14376451,-2.70751272
Glastonbury, Freehold,Semi-Detached,3,158500, Residential,BA6 8HP,15,BA6 8HP,51.15197852,-2.706823398
Glastonbury, Freehold,Detached,4,262500, Residential,BA6 8DU,15,BA6 8DU,51.14328149,-2.711536544
Glastonbury, Freehold,Terraced,4,210000, Residential (New Build),BA6 9GH,15,BA6 9GH,51.1607251014036,-2.7052556937828998
Glastonbury, Freehold,Semi-Detached,2,138000, Residential,BA6 8HG,15,BA6 8HG,51.15500057,-2.711159196
Glastonbury, Freehold,Terraced,2,142500, Residential (New Build),BA6 9GH,15,BA6 9GH,51.1607251014036,-2.7052556937828998
Glastonbury, Freehold,Terraced,3,170000, Residential,BA6 9PG,15,BA6 9PG,51.15158847,-2.71771224
Glastonbury, Freehold,Terraced,3,158000, Residential,BA6 9HX,15,BA6 9HX,51.15042132,-2.714477239
Glastonbury, Freehold,Detached,3,210000, Residential,BA6 8EZ,15,BA6 8EZ,51.14114577,-2.7093309480000003
Glastonbury, Freehold,Semi-Detached,3,196000, Residential,BA6 9AE,15,BA6 9AE,51.14723782,-2.724749997
Glastonbury, Freehold,Semi-Detached,2,129000, Residential,BA6 8HP,15,BA6 8HP,51.15197852,-2.706823398
Glastonbury, Freehold,Terraced,3,155000, Residential,BA6 9EY,15,BA6 9EY,51.14681007,-2.72267035
Glastonbury, Freehold,Terraced,2,159950, Residential,BA6 9BD,15,BA6 9BD,51.15731791,-2.713068058
